class	MIXS ID	Value syntax	Frequency
agriculture	MIXS:0000558	{text};{float} {unit};{period};{interval};{period}	0.5
plant-associated	MIXS:0000561	{text};{float} {unit};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0000561	{text};{float} {unit};{period};{interval};{period}	0.5
plant-associated	MIXS:0000571	{text};{float} {unit};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0000571	{text};{float} {unit};{period};{interval};{period}	0.5
plant-associated	MIXS:0000573	{text};{float} {unit};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0000573	{text};{float} {unit};{period};{interval};{period}	0.5
plant-associated	MIXS:0000582	{text};{float} {unit};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0000582	{text};{float} {unit};{period};{interval};{period}	0.5
plant-associated	MIXS:0000590	{float} {unit};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0000590	{float} {unit};{period};{interval};{period}	0.5
plant-associated	MIXS:0000591	{float} {unit};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0000591	{float} {unit};{period};{interval};{period}	0.5
agriculture	MIXS:0000753	[aerobic|anaerobic]	0.11764705882352941
symbiont-associated	MIXS:0000753	[aerobic|anaerobic]	0.11764705882352941
air	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
host-associated	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
human-associated	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
human-gut	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
human-oral	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
human-skin	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
human-vaginal	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
hydrocarbon resources-cores	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
hydrocarbon resources-fluids/swabs	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
microbial mat/biofilm	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
miscellaneous natural or artificial environment	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
plant-associated	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
sediment	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
wastewater/sludge	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
water	MIXS:0000753	[aerobic|anaerobic|other]	0.8823529411764706
air	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
food-animal and animal feed	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
food-farm environment	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
food-human foods	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
host-associated	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
human-associated	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
human-gut	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
human-oral	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
human-skin	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
human-vaginal	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
microbial mat/biofilm	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
miscellaneous natural or artificial environment	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
plant-associated	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
sediment	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
symbiont-associated	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
wastewater/sludge	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
water	MIXS:0000754	{text};{Rn/start_time/end_time/duration}	0.9444444444444444
agriculture	MIXS:0000754	{text};{interval}	0.05555555555555555
food-farm environment	MIXS:0000859	{PMID}|{DOI}|{URL}	0.5
food-food production facility	MIXS:0000859	{PMID}|{DOI}|{URL}	0.5
food-human foods	MIXS:0000859	{PMID}|{DOI}|{URL}	0.5
agriculture	MIXS:0000859	{PMID}|{DOI}|{URL}|{text}	0.5
host-associated	MIXS:0000859	{PMID}|{DOI}|{URL}|{text}	0.5
plant-associated	MIXS:0000859	{PMID}|{DOI}|{URL}|{text}	0.5
host-associated	MIXS:0000874	{termLabel} [{termID}]	0.6
human-associated	MIXS:0000874	{termLabel} [{termID}]	0.6
human-gut	MIXS:0000874	{termLabel} [{termID}]	0.6
human-oral	MIXS:0000874	{termLabel} [{termID}]	0.6
human-skin	MIXS:0000874	{termLabel} [{termID}]	0.6
human-vaginal	MIXS:0000874	{termLabel} [{termID}]	0.6
agriculture	MIXS:0000874	{term}	0.2
symbiont-associated	MIXS:0000874	{term}	0.2
food-farm environment	MIXS:0000874	{text};{termLabel} [{termID}]	0.2
plant-associated	MIXS:0000874	{text};{termLabel} [{termID}]	0.2
plant-associated	MIXS:0001040	{text};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0001040	{text};{period};{interval};{period}	0.5
plant-associated	MIXS:0001056	{float};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0001056	{float};{period};{interval};{period}	0.5
plant-associated	MIXS:0001068	{text};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0001068	{text};{period};{interval};{period}	0.5
plant-associated	MIXS:0001069	{text};{Rn/start_time/end_time/duration}	0.5
agriculture	MIXS:0001069	{text};{period};{interval};{period}	0.5
soil	MIXS:0001083	[Acrisols|Andosols|Arenosols|Cambisols|Chernozems|Ferralsols|Fluvisols|Gleysols|Greyzems|Gypsisols|Histosols|Kastanozems|Lithosols|Luvisols|Nitosols|Phaeozems|Planosols|Podzols|Podzoluvisols|Rankers|Regosols|Rendzinas|Solonchaks|Solonetz|Vertisols|Yermosols]	0.5
agriculture	MIXS:0001083	{term}	0.5
agriculture	MIXS:0001106	{PMID|DOI|URL}	0.3333333333333333
food-farm environment	MIXS:0001106	{PMID}|{DOI}|{URL}	0.6666666666666666
soil	MIXS:0001106	{PMID}|{DOI}|{URL}	0.6666666666666666
food-animal and animal feed	MIXS:0001113	{termLabel} [{termID}]	0.5
food-farm environment	MIXS:0001113	{termLabel}{[termID]}	0.5
food-farm environment	MIXS:0001118	{TermLabel} [{termID}]|{integer}	0.25
food-animal and animal feed	MIXS:0001118	{termLabel} [{termID}]|{integer}	0.75
food-food production facility	MIXS:0001118	{termLabel} [{termID}]|{integer}	0.75
food-human foods	MIXS:0001118	{termLabel} [{termID}]|{integer}	0.75
food-farm environment	MIXS:0001119	{TermLabel} [{termID}]|{integer}	0.25
food-animal and animal feed	MIXS:0001119	{termLabel} [{termID}]|{integer}	0.75
food-food production facility	MIXS:0001119	{termLabel} [{termID}]|{integer}	0.75
food-human foods	MIXS:0001119	{termLabel} [{termID}]|{integer}	0.75
food-farm environment	MIXS:0001123	{termLabel} [{termID}]	0.5
agriculture	MIXS:0001123		0.5
food-farm environment	MIXS:0001124	{text} {float} {unit}	0.5
agriculture	MIXS:0001124		0.5
food-farm environment	MIXS:0001133	{text}	0.5
agriculture	MIXS:0001133		0.5
food-animal and animal feed	MIXS:0001139	{termLabel} [{termID}]	0.8
food-farm environment	MIXS:0001139	{termLabel} [{termID}]	0.8
food-food production facility	MIXS:0001139	{termLabel} [{termID}]	0.8
food-human foods	MIXS:0001139	{termLabel} [{termID}]	0.8
agriculture	MIXS:0001139	{text}	0.2
food-animal and animal feed	MIXS:0001153	{text}	0.8
food-farm environment	MIXS:0001153	{text}	0.8
food-food production facility	MIXS:0001153	{text}	0.8
food-human foods	MIXS:0001153	{text}	0.8
agriculture	MIXS:0001153		0.2
food-farm environment	MIXS:0001158	{float} {unit}	0.5
agriculture	MIXS:0001158		0.5
food-farm environment	MIXS:0001160	{float}	0.5
agriculture	MIXS:0001160		0.5
food-farm environment	MIXS:0001161	{text}	0.5
agriculture	MIXS:0001161		0.5
agriculture	MIXS:0001181	YYYY-MM-DD	0.2
food-animal and animal feed	MIXS:0001181	{timestamp}	0.8
food-farm environment	MIXS:0001181	{timestamp}	0.8
food-food production facility	MIXS:0001181	{timestamp}	0.8
food-human foods	MIXS:0001181	{timestamp}	0.8
agriculture	MIXS:0001184	{text}	0.2
food-animal and animal feed	MIXS:0001184	{text}|{termLabel} [{termID}]	0.8
food-farm environment	MIXS:0001184	{text}|{termLabel} [{termID}]	0.8
food-food production facility	MIXS:0001184	{text}|{termLabel} [{termID}]	0.8
food-human foods	MIXS:0001184	{text}|{termLabel} [{termID}]	0.8
food-food production facility	MIXS:0001207	{term}: {term}, {text}	0.6666666666666666
food-human foods	MIXS:0001207	{term}: {term}, {text}	0.6666666666666666
food-animal and animal feed	MIXS:0001207	{term}:{term}, {text}	0.3333333333333333
